fecha_corte,vigencia,tc,BANCO BISA N,BANCO BISA Monto,BANCO DE CRÉDITO N,BANCO DE CRÉDITO Monto,BANCO DE LA NACIÓN ARGENTINA N,BANCO DE LA NACIÓN ARGENTINA Monto,BANCO ECONÓMICO N,BANCO ECONÓMICO Monto,BANCO FIE N,BANCO FIE Monto,BANCO FORTALEZA N,BANCO FORTALEZA Monto,BANCO GANADERO N,BANCO GANADERO Monto,BANCO MERCANTIL SANTA CRUZ N,BANCO MERCANTIL SANTA CRUZ Monto,BANCO NACIONAL DE BOLIVIA N,BANCO NACIONAL DE BOLIVIA Monto,BANCO PRODEM N,BANCO PRODEM Monto,BANCO PYME DE LA COMUNIDAD N,BANCO PYME DE LA COMUNIDAD Monto,BANCO PYME ECOFUTURO N,BANCO PYME ECOFUTURO Monto,BANCO SOLIDARIO N,BANCO SOLIDARIO Monto,BANCO UNION N,BANCO UNION Monto,TOTAL BANCOS N,TOTAL BANCOS Monto
2026-07-15,2026-07-16,10.8800,,,2,100000,,,,,,,,,1,599982,,,,,,,,,,,,,,,3,699982
2026-07-15,2026-07-16,10.9000,,,2,799925,,,,,,,,,,,,,,,,,,,,,,,,,2,799925
2026-07-15,2026-07-16,10.9100,,,,,,,,,,,,,,,,,,,,,,,,,1,180000,,,1,180000
2026-07-15,2026-07-16,10.9500,,,,,,,,,,,,,,,,,,,,,,,,,2,499975,,,2,499975
2026-07-15,2026-07-16,10.9950,,,,,,,,,,,,,,,,,,,,,,,,,2,749785,,,2,749785
2026-07-17,2026-07-20,9.6000,,,,,,,,,,,,,1,748,,,,,,,,,,,,,,,1,748
2026-07-17,2026-07-20,9.6300,,,,,,,,,,,,,1,21604,,,,,,,,,,,,,,,1,21604
2026-07-17,2026-07-20,9.7000,,,,,,,,,,,,,1,294,,,,,,,,,,,,,,,1,294
2026-07-17,2026-07-20,9.7300,,,,,,,,,,,,,1,178322,,,,,,,,,,,,,,,1,178322
2026-07-17,2026-07-20,9.8000,,,,,,,,,,,1,44,,,,,,,,,,,,,,,,,1,44
2026-07-17,2026-07-20,9.9600,,,,,,,,,,,,,1,14969,,,,,,,,,,,,,,,1,14969
2026-07-17,2026-07-20,10.2100,,,,,,,,,,,,,,,,,,,,,,,,,32,9563,,,32,9563
2026-07-17,2026-07-20,10.2400,,,,,,,,,,,,,1,1109,,,,,,,,,,,,,,,1,1109
2026-07-17,2026-07-20,10.3500,,,,,,,,,,,,,,,,,,,,,,,5,15500,,,,,5,15500
2026-07-17,2026-07-20,10.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101,1,101
2026-07-17,2026-07-20,10.5000,,,,,,,,,,,,,1,1521,1,0,,,,,,,,,1,11292,1,10,4,12823
2026-07-17,2026-07-20,10.5300,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-17,2026-07-20,10.5400,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1
2026-07-17,2026-07-20,10.5500,,,,,,,,,,,,,126,132668,153,957274,127,318391,,,,,,,,,,,406,1408333
2026-07-17,2026-07-20,10.5700,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-17,2026-07-20,10.6000,,,,,,,,,,,,,,,,,1,498500,,,,,,,,,,,1,498500
2026-07-17,2026-07-20,10.6300,,,,,,,,,,,,,,,,,1,100000,,,,,,,,,,,1,100000
2026-07-17,2026-07-20,10.6500,82,219962,31,15128,10,9840,33,19890,24,5701,2,605,,,,,,,9,1485,,,,,,,,,191,272611
2026-07-17,2026-07-20,10.7000,1,17100,1,10000,,,,,,,,,12,5802,1,100000,,,,,,,,,,,,,15,132902
2026-07-17,2026-07-20,10.7100,,,,,,,,,,,,,12,843289,,,,,,,,,,,,,,,12,843289
2026-07-17,2026-07-20,10.7400,,,,,,,,,,,,,,,,,125,63219,,,,,,,,,,,125,63219
2026-07-17,2026-07-20,10.7500,15,238425,6,268783,7,123325,,,,,3,247,89,24325,4,2702831,4,6123264,,,3,1211,,,,,216,1039948,347,10522358
2026-07-17,2026-07-20,10.7700,,,,,,,,,,,1,261750,,,,,,,,,,,,,,,,,1,261750
2026-07-17,2026-07-20,10.7800,1,46255,,,,,,,,,1,299975,,,,,,,,,,,,,,,,,2,346230
2026-07-17,2026-07-20,10.8000,7,588860,1,54935,,,,,,,,,1,489980,,,1,299985,,,,,,,,,,,10,1433760
2026-07-17,2026-07-20,10.8500,1,100000,50,756535,,,1,20000,,,,,2,599971,2,451290,,,,,,,,,,,,,56,1927796
2026-07-17,2026-07-20,10.8600,,,,,,,,,,,1,250000,,,,,,,,,,,,,,,,,1,250000
2026-07-17,2026-07-20,10.8700,,,,,,,,,,,,,,,1,153000,,,,,,,,,,,,,1,153000
2026-07-17,2026-07-20,10.9000,3,350000,,,,,,,,,,,1,817487,,,,,,,,,,,,,,,4,1167487
2026-07-17,2026-07-20,10.9200,,,,,,,,,,,,,1,500000,,,,,,,,,,,,,,,1,500000
2026-07-17,2026-07-20,10.9300,,,2,599885,,,,,,,,,4,1343141,,,,,,,,,,,,,,,6,1943026
2026-07-17,2026-07-20,10.9500,5,2897473,,,,,,,,,,,1,479388,,,1,500000,,,,,,,,,,,7,3876861
2026-07-17,2026-07-20,10.9510,,,,,,,,,,,,,1,559092,,,,,,,,,,,,,,,1,559092
2026-07-17,2026-07-20,10.9560,,,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,1,100000
2026-07-17,2026-07-20,10.9600,4,1799925,,,,,,,,,,,1,3999921,,,,,,,,,,,,,,,5,5799846
2026-07-17,2026-07-20,10.9610,1,1765350,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1765350
2026-07-17,2026-07-20,10.9750,1,415887,,,,,,,,,,,,,,,,,,,,,,,,,,,1,415887
2026-07-17,2026-07-20,10.9810,,,,,,,,,,,,,,,,,,,,,,,,,3,285,,,3,285
2026-07-17,2026-07-20,10.9950,,,,,,,,,,,,,,,,,,,,,,,,,1,95,,,1,95
2026-07-17,2026-07-20,11.0150,,,,,,,,,,,,,,,,,,,,,,,,,3,649880,,,3,649880
2026-07-17,2026-07-20,11.0200,,,,,,,,,,,,,,,2,2000054,,,,,,,,,,,,,2,2000054
2026-07-17,2026-07-20,11.1500,,,,,,,,,,,,,,,,,,,,,,,1,569921,,,,,1,569921
2026-07-20,2026-07-21,9.0000,,,,,,,,,,,,,,,,,1,250,,,,,,,,,,,1,250
2026-07-20,2026-07-21,9.6000,,,,,,,,,,,,,1,49,,,,,,,,,,,,,,,1,49
2026-07-20,2026-07-21,9.6300,,,,,,,,,,,,,1,23139,,,,,,,,,,,,,,,1,23139
2026-07-20,2026-07-21,9.7000,,,,,,,,,,,,,1,361,,,,,,,,,,,,,,,1,361
2026-07-20,2026-07-21,9.7300,,,,,,,,,,,,,1,157478,,,,,,,,,,,,,,,1,157478
2026-07-20,2026-07-21,9.8000,,,,,,,,,,,1,2200,,,,,,,,,,,,,,,,,1,2200
2026-07-20,2026-07-21,9.9600,,,,,,,,,,,,,1,12381,,,,,,,,,,,,,,,1,12381
2026-07-20,2026-07-21,10.3100,,,,,,,,,,,,,,,,,,,,,,,,,42,8936,,,42,8936
2026-07-20,2026-07-21,10.4500,,,,,,,,,,,,,,,,,,,,,,,6,6050,,,,,6,6050
2026-07-20,2026-07-21,10.5000,,,,,,,,,,,,,,,,,1,5480,,,,,,,,,,,1,5480
2026-07-20,2026-07-21,10.6000,,,,,,,,,,,,,,,,,1,3000,,,,,,,,,,,1,3000
2026-07-20,2026-07-21,10.6400,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,1,4
2026-07-20,2026-07-21,10.6500,,,1,49,,,,,,,,,145,66764,145,165752,97,78383,,,,,,,,,,,388,310948
2026-07-20,2026-07-21,10.6600,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,3,7
2026-07-20,2026-07-21,10.7000,,,,,,,,,,,,,7,2814,,,,,,,,,,,,,,,7,2814
2026-07-20,2026-07-21,10.7500,32,126606,44,36571,33,2539,28,9265,24,4003,2,627,10,29064,,,,,8,3923,,,,,,,2,95,183,212692
2026-07-20,2026-07-21,10.7800,1,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90000
2026-07-20,2026-07-21,10.8000,1,4640,,,,,,,,,1,6326,,,,,,,,,,,,,,,,,2,10966
2026-07-20,2026-07-21,10.8100,,,,,,,,,,,,,11,855433,,,,,,,,,,,,,,,11,855433
2026-07-20,2026-07-21,10.8200,,,,,,,,,,,1,37700,,,,,,,,,,,,,1,44905,,,2,82605
2026-07-20,2026-07-21,10.8400,,,,,,,,,,,,,,,,,116,67756,,,,,,,,,,,116,67756
2026-07-20,2026-07-21,10.8500,6,803636,7,460607,2,200,1,56000,,,7,16210,32,50366,1,100000,6,108259,,,5,457,,,1,9270,272,638421,340,2243426
2026-07-20,2026-07-21,10.8700,,,1,475458,,,,,,,,,,,1,499932,,,,,,,,,,,,,2,975390
2026-07-20,2026-07-21,10.9000,4,945377,1,196241,,,,,,,,,2,499960,,,,,,,,,,,,,,,7,1641578
2026-07-20,2026-07-21,10.9200,,,,,,,,,,,,,1,109975,1,137935,,,,,,,,,,,,,2,247910
2026-07-20,2026-07-21,10.9300,1,323941,,,,,,,,,,,,,,,,,,,,,,,,,,,1,323941
2026-07-20,2026-07-21,10.9500,,,49,17078,,,,,,,,,3,1484507,2,100000,,,,,,,,,1,25730,,,55,1627315
2026-07-20,2026-07-21,10.9700,,,1,538577,,,,,,,,,,,,,,,,,,,,,,,,,1,538577
2026-07-20,2026-07-21,10.9750,1,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4000000
2026-07-20,2026-07-21,10.9800,,,,,,,,,,,,,1,1000000,,,,,,,,,,,3,101315,,,4,1101315
2026-07-20,2026-07-21,11.0300,,,,,,,,,,,,,,,,,,,,,,,,,2,305241,,,2,305241
2026-07-20,2026-07-21,11.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,1,199975,1,199975
2026-07-20,2026-07-21,11.1000,,,,,,,,,,,,,,,,,,,,,,,,,1,200000,,,1,200000
2026-07-21,2026-07-22,9.6000,,,,,,,,,,,,,1,651,,,,,,,,,,,,,,,1,651
2026-07-21,2026-07-22,9.6300,,,,,,,,,,,,,1,22380,,,,,,,,,,,,,,,1,22380
2026-07-21,2026-07-22,9.7000,,,,,,,,,,,,,1,691,,,,,,,,,,,,,,,1,691
2026-07-21,2026-07-22,9.7300,,,,,,,,,,,,,1,151036,,,,,,,,,,,,,,,1,151036
2026-07-21,2026-07-22,9.9600,,,,,,,,,,,,,1,9968,,,,,,,,,,,,,,,1,9968
2026-07-21,2026-07-22,10.3600,,,,,,,,,,,,,,,,,,,,,,,,,33,16633,,,33,16633
2026-07-21,2026-07-22,10.5000,,,,,,,,,,,,,,,,,,,,,,,5,317,,,,,5,317
2026-07-21,2026-07-22,10.6500,,,,,,,,,,,,,1,5,,,3,1403,,,,,,,,,,,4,1408
2026-07-21,2026-07-22,10.7000,,,,,,,,,,,,,116,223725,132,132846,105,464687,,,,,,,,,,,353,821258
2026-07-21,2026-07-22,10.7500,11,207972,,,,,,,,,,,3,2757,,,,,,,,,,,1,36000,1,14,16,246743
2026-07-21,2026-07-22,10.8000,51,107349,30,63130,18,4805,35,10840,14,7580,4,1314,,,,,,,10,6503,,,,,1,205,,,163,201726
2026-07-21,2026-07-22,10.8100,,,,,,,,,,,,,2,301253,,,,,,,,,,,,,,,2,301253
2026-07-21,2026-07-22,10.8500,,,,,,,,,,,,,24,11581,,,,,,,,,,,2,54910,,,26,66491
2026-07-21,2026-07-22,10.8600,,,,,,,,,,,,,18,461488,,,,,,,,,,,,,,,18,461488
2026-07-21,2026-07-22,10.8900,,,,,,,,,,,,,,,,,125,41630,,,,,,,,,,,125,41630
2026-07-21,2026-07-22,10.9000,10,325015,4,50647,1,1000,,,1,420000,3,106,124,167152,1,5000,1,1,,,11,1676,1,199870,1,16511,157,619759,315,1806736
2026-07-21,2026-07-22,10.9400,1,1171075,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1171075
2026-07-21,2026-07-22,10.9500,2,86145,27,10692,,,,,,,,,3,100002,1,380000,1,150000,,,,,,,1,21599,,,35,748438
2026-07-21,2026-07-22,10.9600,,,,,,,,,,,1,100000,,,,,,,,,,,,,,,,,1,100000
2026-07-21,2026-07-22,10.9700,2,53653,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53653
2026-07-21,2026-07-22,10.9770,1,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,200000
2026-07-21,2026-07-22,10.9800,1,19281,,,1,50000,,,,,,,,,,,,,,,,,,,,,,,2,69281
2026-07-21,2026-07-22,11.0000,7,2949895,2,171290,,,,,,,,,,,2,106100,,,,,,,,,,,,,11,3227285
2026-07-21,2026-07-22,11.0100,1,299458,,,,,,,,,,,,,,,,,,,,,,,1,3825,,,2,303283
2026-07-21,2026-07-22,11.0200,1,100000,,,,,,,,,,,,,1,40350,,,,,,,,,,,,,2,140350
2026-07-21,2026-07-22,11.0300,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,,,1,100000
2026-07-21,2026-07-22,11.0500,1,3000000,,,,,,,,,,,,,,,,,,,,,,,3,5475580,,,4,8475580
2026-07-21,2026-07-22,11.0800,,,1,245000,,,,,,,,,,,,,,,,,,,,,,,,,1,245000
2026-07-21,2026-07-22,11.0850,,,,,,,,,,,,,,,,,1,500000,,,,,,,,,,,1,500000
2026-07-21,2026-07-22,11.1000,,,,,,,,,,,,,1,331016,,,,,,,,,,,1,2052703,,,2,2383718
2026-07-21,2026-07-22,11.1050,,,,,,,,,,,,,,,,,,,,,,,,,1,210000,,,1,210000
2026-07-21,2026-07-22,11.1200,,,,,,,,,,,,,1,499975,,,,,,,,,,,,,,,1,499975
2026-07-21,2026-07-22,11.1300,,,,,,,,,,,,,1,1000000,,,,,,,,,,,,,,,1,1000000
2026-07-21,2026-07-22,11.1500,,,1,300000,,,,,,,,,2,944610,,,,,,,,,,,,,,,3,1244610
2026-07-21,2026-07-22,11.3500,,,,,,,,,,,,,,,1,189,,,,,,,,,,,,,1,189
2026-07-22,2026-07-23,9.6000,,,,,,,,,,,,,1,910,,,,,,,,,,,,,,,1,910
2026-07-22,2026-07-23,9.6300,,,,,,,,,,,,,1,13194,,,,,,,,,,,,,,,1,13194
2026-07-22,2026-07-23,9.7000,,,,,,,,,,,,,1,57,,,,,,,,,,,,,,,1,57
2026-07-22,2026-07-23,9.7300,,,,,,,,,,,,,1,127266,,,,,,,,,,,,,,,1,127266
2026-07-22,2026-07-23,9.9200,,,1,8002,,,,,,,,,,,,,,,,,,,,,,,,,1,8002
2026-07-22,2026-07-23,9.9600,,,,,,,,,,,,,1,10117,,,,,,,,,,,,,,,1,10117
2026-07-22,2026-07-23,10.4500,,,,,,,,,,,,,,,,,,,,,,,,,27,2025,,,27,2025
2026-07-22,2026-07-23,10.5000,,,,,,,,,,,1,106,,,,,,,,,,,,,,,,,1,106
2026-07-22,2026-07-23,10.6000,,,,,,,,,,,,,,,,,,,,,,,5,1520,,,,,5,1520
2026-07-22,2026-07-23,10.7000,,,,,,,,,,,,,4,532,,,1,1120,,,,,,,,,,,5,1652
2026-07-22,2026-07-23,10.7500,12,150757,1,7000,,,,,,,,,,,,,1,1600,,,,,,,,,,,14,159357
2026-07-22,2026-07-23,10.8000,6,5537,,,,,,,,,,,134,220869,294,234448,131,467180,,,,,,,,,,,565,928034
2026-07-22,2026-07-23,10.8100,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1
2026-07-22,2026-07-23,10.8500,6,6644,,,,,,,,,,,12,4263,1,19068,,,,,,,,,1,11645,1,4,21,41625
2026-07-22,2026-07-23,10.9000,33,193952,15,45210,18,4206,31,45121,21,4591,1,30200,21,6538,1,2000,,,8,12127,,,,,,,,,149,343946
2026-07-22,2026-07-23,10.9200,2,34770,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34770
2026-07-22,2026-07-23,10.9300,,,,,,,,,,,,,,,,,,,,,,,,,1,9035,,,1,9035
2026-07-22,2026-07-23,10.9400,,,,,,,,,,,,,,,1,32000,,,,,,,,,,,,,1,32000
2026-07-22,2026-07-23,10.9500,3,141931,,,,,,,,,,,1,349701,,,,,,,,,,,1,112650,,,5,604282
2026-07-22,2026-07-23,10.9600,,,,,,,,,,,,,18,722099,1,215605,,,,,,,,,,,,,19,937704
2026-07-22,2026-07-23,10.9800,,,,,,,,,,,,,,,,,,,,,,,,,1,28930,,,1,28930
2026-07-22,2026-07-23,10.9900,1,882820,,,,,,,,,,,,,,,121,34356,,,,,,,,,,,122,917176
2026-07-22,2026-07-23,11.0000,16,284716,2,56128,1,900,,,,,7,57501,61,135841,7,45797,2,23,,,6,1178,,,2,2505,80,179795,184,764384
2026-07-22,2026-07-23,11.0039,1,99965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99965
2026-07-22,2026-07-23,11.0300,1,100000,,,,,,,,,,,,,1,14910,,,,,,,,,,,,,2,114910
2026-07-22,2026-07-23,11.0400,1,408322,,,,,,,,,,,,,,,,,,,,,,,,,,,1,408322
2026-07-22,2026-07-23,11.0500,2,1620827,1,10000,,,,,,,1,16965,,,,,1,60000,,,,,,,3,629924,,,8,2337716
2026-07-22,2026-07-23,11.0700,,,,,,,,,,,,,,,,,1,1111998,,,,,,,,,,,1,1111998
2026-07-22,2026-07-23,11.0800,,,1,99988,,,,,,,,,,,,,,,,,,,,,,,,,1,99988
2026-07-22,2026-07-23,11.1000,4,441108,32,261970,,,1,54900,,,,,2,58000,3,50000,2,1100000,,,,,,,,,,,44,1965979
2026-07-22,2026-07-23,11.1200,3,619975,2,1233021,,,,,,,,,,,1,212355,,,,,,,,,,,,,6,2065351
2026-07-22,2026-07-23,11.1300,,,1,2000000,,,,,,,,,,,,,3,4000000,,,,,,,,,,,4,6000000
2026-07-22,2026-07-23,11.1350,1,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000
2026-07-22,2026-07-23,11.1500,4,4200025,,,,,1,64210,,,,,,,,,,,,,,,,,,,,,5,4264235
2026-07-22,2026-07-23,11.1550,,,,,,,,,,,,,1,689982,,,,,,,,,,,,,,,1,689982
2026-07-22,2026-07-23,11.1600,,,,,,,,,,,,,,,1,2308530,,,,,,,,,,,,,1,2308530
2026-07-22,2026-07-23,11.1700,,,1,445000,,,,,,,,,,,,,,,,,,,,,,,,,1,445000
2026-07-22,2026-07-23,11.2000,,,,,,,4,1965712,,,,,,,,,,,,,,,,,,,,,4,1965712
2026-07-22,2026-07-23,11.2500,,,,,,,,,,,,,1,2999921,,,,,,,,,,,,,,,1,2999921
2026-07-22,2026-07-23,11.2800,,,,,,,,,,,,,1,4999935,,,,,,,,,,,,,,,1,4999935
2026-07-22,2026-07-23,11.3000,,,,,,,,,,,,,,,,,,,,,,,,,1,199880,,,1,199880
2026-07-22,2026-07-23,11.4000,,,,,,,,,,,,,,,,,,,,,,,,,2,994760,,,2,994760
2026-07-23,2026-07-24,9.6300,,,,,,,,,,,,,1,15580,,,,,,,,,,,,,,,1,15580
2026-07-23,2026-07-24,9.7000,,,,,,,,,,,,,1,619,,,,,,,,,,,,,,,1,619
2026-07-23,2026-07-24,9.7300,,,,,,,,,,,,,1,138766,,,,,,,,,,,,,,,1,138766
2026-07-23,2026-07-24,9.9600,,,,,,,,,,,,,1,12801,,,,,,,,,,,,,,,1,12801
2026-07-23,2026-07-24,10.5700,,,,,,,,,,,,,,,,,,,,,,,,,30,13859,,,30,13859
2026-07-23,2026-07-24,10.7000,,,,,,,,,,,1,1650,1,729,,,,,,,,,,,,,,,2,2379
2026-07-23,2026-07-24,10.7300,,,,,,,,,,,,,,,,,,,,,,,3,470,,,,,3,470
2026-07-23,2026-07-24,10.7500,,,,,,,,,,,,,1,268,,,,,,,,,,,,,,,1,268
2026-07-23,2026-07-24,10.8000,9,36543,,,,,,,,,,,14,40,,,,,,,,,,,,,,,23,36584
2026-07-23,2026-07-24,10.8500,6,3501,,,,,,,,,,,1,856,,,,,,,,,,,,,,,7,4358
2026-07-23,2026-07-24,10.8900,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-23,2026-07-24,10.9000,,,,,,,,,,,,,1,867,1,190400,2,12700,,,,,,,,,1,10,5,203976
2026-07-23,2026-07-24,10.9200,,,,,,,,,,,1,15000,,,,,,,,,,,,,,,,,1,15000
2026-07-23,2026-07-24,10.9300,,,,,,,,,,,,,130,397862,184,170949,105,207471,,,,,,,,,,,419,776281
2026-07-23,2026-07-24,10.9600,,,,,,,,,,,,,3,228110,,,,,,,,,,,,,,,3,228110
2026-07-23,2026-07-24,11.0000,1,24919,,,,,,,,,,,12,65596,1,5392,,,,,,,,,2,2466,,,16,98373
2026-07-23,2026-07-24,11.0300,53,440090,10,73542,17,20972,32,15077,15,2814,1,1,,,,,,,10,103793,,,,,,,,,138,656288
2026-07-23,2026-07-24,11.0500,,,,,,,,,,,,,,,,,,,,,,,,,1,15522,,,1,15522
2026-07-23,2026-07-24,11.1000,2,1100000,,,,,,,,,,,2,2,1,38400,2,900000,,,,,,,,,,,7,2038402
2026-07-23,2026-07-24,11.1200,,,,,,,,,,,,,,,,,106,32950,,,,,,,,,,,106,32950
2026-07-23,2026-07-24,11.1300,8,227790,3,36334,,,1,100000,,,2,16,120,633862,1,19935,5,2534690,,,8,6085,,,,,64,55272,212,3613984
2026-07-23,2026-07-24,11.1500,,,2,82860,,,,,,,1,100000,1,700000,,,,,,,,,,,,,,,4,882860
2026-07-23,2026-07-24,11.1700,,,,,,,,,,,,,2,117700,,,,,,,,,,,,,,,2,117700
2026-07-23,2026-07-24,11.1800,,,1,109620,,,,,,,,,,,1,6073,,,,,,,,,,,,,2,115693
2026-07-23,2026-07-24,11.2000,2,2162392,4,88452,,,1,128260,,,1,30000,,,,,,,,,,,,,2,120000,,,10,2529104
2026-07-23,2026-07-24,11.2100,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000
2026-07-23,2026-07-24,11.2200,1,32649,,,,,,,,,,,,,1,350000,,,,,,,,,,,,,2,382649
2026-07-23,2026-07-24,11.2300,6,3159075,44,33861,,,,,,,,,,,2,479932,,,,,,,,,,,,,52,3672868
2026-07-23,2026-07-24,11.2500,,,1,131475,,,,,,,,,,,1,34954,,,,,,,,,,,,,2,166429
2026-07-23,2026-07-24,11.2621,1,179965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,179965
2026-07-23,2026-07-24,11.2700,2,500000,,,,,,,,,,,,,,,,,,,,,,,1,800000,,,3,1300000
2026-07-23,2026-07-24,11.2800,,,,,,,,,,,,,76,3999921,,,,,,,,,,,,,,,76,3999921
2026-07-23,2026-07-24,11.2830,1,1657361,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1657361
2026-07-23,2026-07-24,11.3000,1,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500000
2026-07-23,2026-07-24,11.3200,,,,,,,1,199990,,,,,,,,,,,,,,,,,,,,,1,199990
2026-07-23,2026-07-24,11.3400,,,,,,,,,,,,,,,2,2447495,,,,,,,,,,,,,2,2447495
2026-07-23,2026-07-24,11.3500,1,400000,,,,,,,,,,,,,,,,,,,,,,,1,749905,,,2,1149905
2026-07-23,2026-07-24,11.3700,,,,,,,,,,,,,1,553246,,,,,,,,,,,,,,,1,553246
2026-07-23,2026-07-24,11.4000,,,,,,,,,,,,,,,,,,,,,,,,,5,304931,,,5,304931
2026-07-23,2026-07-24,11.4500,,,,,,,,,,,1,399975,,,,,,,,,,,,,,,,,1,399975
2026-07-24,2026-07-27,9.6300,,,,,,,,,,,,,1,21365,,,,,,,,,,,,,,,1,21365
2026-07-24,2026-07-27,9.7300,,,,,,,,,,,,,1,83994,,,,,,,,,,,,,,,1,83994
2026-07-24,2026-07-27,9.9600,,,,,,,,,,,,,1,7687,,,,,,,,,,,,,,,1,7687
2026-07-24,2026-07-27,10.6500,,,,,,,,,,,,,,,,,,,,,,,,,30,7685,,,30,7685
2026-07-24,2026-07-27,10.7000,,,,,,,,,,,,,1,56,,,,,,,,,,,,,,,1,56
2026-07-24,2026-07-27,10.7500,,,,,,,,,,,,,2,316,,,,,,,,,,,,,,,2,316
2026-07-24,2026-07-27,10.8100,,,,,,,,,,,,,,,,,,,,,,,7,2980,,,,,7,2980
2026-07-24,2026-07-27,10.8500,,,,,,,,,,,,,1,1116,,,,,,,,,,,,,,,1,1116
2026-07-24,2026-07-27,10.9000,,,,,,,,,,,,,1,227,,,,,,,,,,,,,,,1,227
2026-07-24,2026-07-27,10.9300,,,,,,,,,,,,,9,798,,,,,,,,,,,,,,,9,798
2026-07-24,2026-07-27,10.9500,,,,,,,,,,,,,,,,,1,2600,,,,,,,,,,,1,2600
2026-07-24,2026-07-27,11.0000,,,,,,,,,,,,,1,2201,2,1,,,,,,,,,,,,,3,2202
2026-07-24,2026-07-27,11.0100,,,,,,,,,,,,,124,171362,210,620247,112,521881,,,,,,,,,,,446,1313490
2026-07-24,2026-07-27,11.0200,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,3,2
2026-07-24,2026-07-27,11.0300,1,3038,,,,,,,,,,,,,1,1000,,,,,,,,,,,,,2,4038
2026-07-24,2026-07-27,11.0500,,,,,,,,,,,,,,,,,,,,,,,,,4,5285,,,4,5285
2026-07-24,2026-07-27,11.1000,8,8050,,,,,,,,,,,,,,,,,,,,,,,2,10530,,,10,18580
2026-07-24,2026-07-27,11.1100,64,108031,19,20212,35,7462,30,30747,16,3355,4,250,,,,,1,2116,15,2634,,,,,,,,,184,174807
2026-07-24,2026-07-27,11.1200,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,,,1,100000
2026-07-24,2026-07-27,11.1300,,,,,,,,,,,,,36,266617,,,,,,,,,,,,,,,36,266617
2026-07-24,2026-07-27,11.1700,,,,,,,,,,,,,1,60000,,,,,,,,,,,,,,,1,60000
2026-07-24,2026-07-27,11.1800,,,1,5000,,,,,,,,,,,,,1,1139775,,,,,,,,,,,2,1144775
2026-07-24,2026-07-27,11.2000,2,540000,,,,,,,,,,,,,,,138,20821,,,,,,,,,,,140,560821
2026-07-24,2026-07-27,11.2100,8,553112,1,26235,,,,,,,,,85,353912,3,112722,7,4846758,,,4,142044,,,,,67,35890,175,6070672
2026-07-24,2026-07-27,11.2300,,,,,,,,,,,,,2,1,1,19955,,,,,,,,,,,,,3,19956
2026-07-24,2026-07-27,11.2500,1,64975,1,62834,,,,,,,,,,,,,2,178925,,,,,,,1,1896,,,5,308630
2026-07-24,2026-07-27,11.2550,,,,,,,,,,,1,200000,,,,,,,,,,,,,,,,,1,200000
2026-07-24,2026-07-27,11.2600,1,34149,,,,,,,,,,,,,1,70000,1,100000,,,,,,,,,,,3,204149
2026-07-24,2026-07-27,11.3000,3,354277,,,,,,,,,,,3,925307,,,,,,,,,,,,,,,6,1279583
2026-07-24,2026-07-27,11.3100,,,28,26755,,,,,,,,,1,10,,,1,50000,,,,,,,,,,,30,76765
2026-07-24,2026-07-27,11.3200,2,264000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,264000
2026-07-24,2026-07-27,11.3400,1,775455,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775455
2026-07-24,2026-07-27,11.3500,1,159975,1,71677,,,,,,,1,786257,,,,,,,,,,,,,2,29510,,,5,1047419
2026-07-24,2026-07-27,11.3600,1,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500000
2026-07-24,2026-07-27,11.3700,1,172404,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172404
2026-07-24,2026-07-27,11.3900,,,,,,,,,,,,,1,358339,,,,,,,,,,,,,,,1,358339
